Item name,Quantity,Unit of Measure,,Min.Quantity
"Blind flange OD236Mm (4"") Material:Bronze",1.00,,,0.00
"Blind flange OD254Mm (5"") Material:Bronze",1.00,,,0.00
"Blind flange OD255Mm (5"") Material:Bronze",2.00,,,1.00
"Blind flange OD266Mm (5"") Material:Bronze",1.00,,,0.00
"Blind flange OD278 (6"") Material:Bronze",6.00,,,3.00
"Blind flange OD278Mm (6"") Material:MS",2.00,,,1.00
"Blind flange OD280Mm (6"") Material:Bronze",2.00,,,1.00
"Blind flange OD312Mm (6"") Material:MS",2.00,,,1.00
"Blind flange OD318Mm (8"") Material:Bronze",4.00,,,2.00
"Blind flange OD320Mm (8"") Material:MS",1.00,,,0.00
"Blind flange OD320Mm (8"") Material:MS",1.00,,,0.00
"Blind flange OD340Mm (8"") Material:MS",5.00,,,2.00
"Blind flange OD342Mm (8"") Material:Bronze",4.00,,,2.00
"Blind flange OD344Mm (8"") Material:MS",3.00,,,2.00
"Blind flange OD380Mm (10"") Material:MS",2.00,,,1.00
"Blind flange OD382Mm (10"") Material: Bronze",3.00,,,2.00
"Blind flange OD404Mm (10"") Material:MS",1.00,,,0.00
"Blind flange OD405Mm (10"") Material: Bronze",2.00,,,1.00
"Blind flange OD405Mm (10"") Material:SS",6.00,,,3.00
"Blind flange OD408Mm (10"") Material:Bronze",5.00,,,2.00
"Blind flange OD485Mm (12"") Material: Bronze",1.00,,,0.00
"Blind flange OD635Mm (20"") Material:Bronze",2.00,,,1.00
"Blind flange OD88Mm (1"") Material:MS",8.00,,,3.00
Blow out tool for 6 x 10,1.00,,,0.00
Blue panel lamp,0.00,,,2.00
"Body joint gasket 1.5""C.MOD",6.00,,,2.00
"Body joint ring 1""",2.00,,,1.00
"Body seal 4""PL ID6.4"", OD5.7""",2.00,,,1.00
Boiler burner nozzle tip,3.00,,,2.00
Boiler door insulation pillow,8.00,,,2.00
Boiler fan spares,6.00,,,0.00
Boiler hanger support,22.00,,,10.00
Boiler manifold key,8.00,,,4.00
Bolt 120x120Mm,6.00,,,3.00
Bolt M10x100 Mm Material:SS,2.00,,,1.00
Bolt M10x100Mm Material:GI,2.00,,,1.00
Bolt M10x100Mm Material:GI,8.00,,,4.00
Bolt M10x100Mm Material:SS,50.00,,,10.00
Bolt M10x130Mm Material:SS,49.00,,,5.00
Bolt M10x140Mm Material:SS,2.00,,,1.00
Bolt M10x150Mm Material:GI,62.00,,,10.00
Bolt M10x150Mm Material:SS,1.00,,,0.00
Bolt M10x15Mm Material:SS,5.00,,,2.00
Bolt M10x20Mm Material:GI,49.00,,,10.00
Bolt M10x25Mm,15.00,,,5.00
Bolt M10x25Mm Material:GI,22.00,,,5.00
Bolt M10x25Mm Material:MS,8.00,,,4.00
Bolt M10x300Mm Material:SS,0.00,,,2.00
Bolt M10x30Mm Material:GI,142.00,,,5.00
Bolt M10x30Mm Material:GI,157.00,,,10.00
Bolt M10x30Mm Material:SS,41.00,,,10.00
Bolt M10x30Mm Material:SS,43.00,,,5.00
Bolt M10x35Mm Material: Bronze,2148.00,,,50.00
Bolt M10x35Mm Material:GI,21.00,,,5.00
Bolt M10x35Mm Material:SS,18.00,,,4.00
Bolt M10x35Mm Material:SS,69.00,,,5.00
Bolt M10x40Mm Material: Bronze,868.00,,,20.00
Bolt M10x40Mm Material: SS,26.00,,,5.00
Bolt M10x40Mm Material:GI,86.00,,,5.00
Bolt M10x40Mm Material:GI,376.00,,,10.00
Bolt M10x45Mm Material:GI,38.00,,,5.00
Bolt M10x50Mm Material GI,201.00,,,5.00
Bolt M10x50Mm Material: Bronze,1022.00,,,50.00
Bolt M10x50Mm Material:GI,7.00,,,3.00
Bolt M10x55Mm Material: Bronze,1304.00,,,50.00
Bolt M10x60Mm Material: Bronze,2224.00,,,20.00
Bolt M10x60Mm Material:GI,11.00,,,5.00
Bolt M10x80Mm,0.00,,,0.00
Bolt M10x80Mm Material: Bronze,2353.00,,,50.00
Bolt M10x90Mm Material: Bronze,886.00,,,50.00
Bolt M12x100Mm Material:SS,38.00,,,10.00
Bolt M12x110Mm Material:SS,2.00,,,0.00
Bolt M12x120Mm Material:GI,7.00,,,3.00
Bolt M12x120Mm Material:SS,821.00,,,20.00
Bolt M12x130Mm Material:GI,2.00,,,1.00
Bolt M12x140Mm Material:GI,6.00,,,2.00
Bolt M12x150Mm Material:GI,2.00,,,1.00
Bolt M12x150Mm Material:GI,3.00,,,2.00
Bolt M12x150Mm Material:SS,3.00,,,2.00
Bolt M12x180Mm Material:SS,1.00,,,0.00
Bolt M12x190Mm Material:SS,8.00,,,2.00
Bolt M12x200Mm Material:SS,1.00,,,0.00
Bolt M12x220Mm Material:MS,23.00,,,5.00
Bolt M12x220Mm Material:SS,1.00,,,0.00
Bolt M12x25Mm Material:SS,6.00,,,3.00
Bolt M12x300Mm Material:SS,12.00,,,4.00
Bolt M12x30Mm Material:GI,15.00,,,4.00
Bolt M12x35Mm Material:MS,11.00,,,4.00
Bolt M12x35Mm Material:SS,8.00,,,4.00
Bolt M12x40Mm Material:GI,26.00,,,5.00
Bolt M12x40Mm Material:GI,34.00,,,5.00
Bolt M12x40Mm Material:MS,72.00,,,5.00
Bolt M12x40Mm Material:MS,513.00,,,20.00
Bolt M12x40Mm Material:SS,5.00,,,4.00
Bolt M12x40Mm Material:SS,6.00,,,3.00
Bolt M12x40Mm Material:SS,11.00,,,5.00
Bolt M12x40Mm Material:SS,56.00,,,10.00
Bolt M12x45Mm Material:MS,8.00,,,4.00
Bolt M12x45Mm Material:MS,39.00,,,10.00
Bolt M12x50Mm Material:GI,52.00,,,5.00
Bolt M12x50Mm Material:MS,4.00,,,2.00
Bolt M12x50Mm Material:SS,4.00,,,2.00
Bolt M12x50Mm Material:SS,12.00,,,4.00
Bolt M12x50Mm Material:SS,32.00,,,5.00
Bolt M12x55Mm Material:MS,8.00,,,4.00
Bolt M12x60Mm Material:GI,4.00,,,2.00
Bolt M12x60Mm Material:SS,9.00,,,5.00
Bolt M12x65Mm Material:GI,45.00,,,10.00
Bolt M12x70Mm Material:SS,0.00,,,5.00
Bolt M12x75Mm Material:SS,13.00,,,5.00
Bolt M12x80Mm Material:GI,5.00,,,3.00
Bolt M14X50Mm,0.00,,,3.00
Bolt M14x100Mm Material:MS,16.00,,,5.00
Bolt M14x125Mm Material:MS,22.00,,,5.00
Bolt M14x150Mm Material:GI,41.00,,,5.00
Bolt M14x150Mm Material:SS,20.00,,,5.00
Bolt M14x75Mm Material:GI,25.00,,,5.00
Bolt M14x80Mm Material:GI,2.00,,,1.00
Bolt M14x80Mm Material:GI,3.00,,,1.00
Bolt M14x90Mm Material:SS,2.00,,,1.00
Bolt M16,5.00,,,3.00
Bolt M16x110Mm Material:GI,5.00,,,3.00
Bolt M16x110Mm Material:GI,55.00,,,10.00
Bolt M16x110Mm Material:MS,4.00,,,2.00
Bolt M16x110Mm Material:SS,1.00,,,0.00
Bolt M16x125Mm Material:GI,1.00,,,0.00
Bolt M16x125Mm Material:MS,5.00,,,3.00
Bolt M16x125Mm Material:SS,12.00,,,5.00
Bolt M16x145Mm Material:GI,1.00,,,0.00
Bolt M16x150Mm Material:MS,7.00,,,2.00
Bolt M16x190Mm,43.00,,,15.00
Bolt M16x190Mm Material:MS,6.00,,,3.00
Bolt M16x200Mm Material:GI,1.00,,,0.00
Bolt M16x30Mm Material:GI,14.00,,,4.00
Bolt M16x40Mm Material:GI,7.00,,,5.00
Bolt M16x40Mm Material:GI,17.00,,,5.00
Bolt M16x40Mm Material:MS,34.00,,,5.00
Bolt M16x40Mm Material:SS,8.00,,,2.00
Bolt M16x45Mm Material:GI,10.00,,,4.00
Bolt M16x50Mm Material:GI,17.00,,,5.00
Bolt M16x50Mm Material:MS,30.00,,,5.00
Bolt M16x55Mm Material:MS,68.00,,,10.00
Bolt M16x60Mm Material:GI,0.00,,,4.00
Bolt M16x60Mm Material:GI,2.00,,,1.00
Bolt M16x60Mm Material:GI,7.00,,,3.00
Bolt M16x60Mm Material:GI,8.00,,,4.00
Bolt M16x60Mm Material:GI,20.00,,,5.00
Bolt M16x60Mm Material:SS,1.00,,,0.00
Bolt M16x60Mm Material:SS,7.00,,,3.00
Bolt M16x65Mm Material:GI,322.00,,,10.00
Bolt M16x65Mm Material:MS,3.00,,,1.00
Bolt M16x65Mm Material:MS,5.00,,,2.00
Bolt M16x65Mm Material:SS,1.00,,,0.00
Bolt M16x70Mm Material:GI,4.00,,,2.00
Bolt M16x70Mm Material:SS,1.00,,,0.00
Bolt M16x70Mm Material:SS,1.00,,,0.00
Bolt M16x70Mm Material:SS,6.00,,,3.00
Bolt M16x70Mm Material:SS,9.00,,,4.00
Bolt M16x75Mm Material:SS,8.00,,,4.00
Bolt M16x80Mm Material:GI,1.00,,,0.00
Bolt M16x80Mm Material:GI,2.00,,,1.00
Bolt M16x80Mm Material:MS,2.00,,,4.00
Bolt M16x80Mm Material:MS,6.00,,,3.00
Bolt M16x85Mm Material:MS,24.00,,,5.00
Bolt M16x90Mm Material:GI,1.00,,,0.00
Bolt M16x90Mm Material:GI,1.00,,,0.00
Bolt M16x90Mm Material:GI,84.00,,,5.00
Bolt M16x90Mm Material:MS,6.00,,,10.00
Bolt M16x90Mm Material:SS,1.00,,,0.00
Bolt M16x90Mm Material:SS,2.00,,,1.00
Bolt M18x100Mm Material:GI,1.00,,,0.00
Bolt M18x125Mm Material:GI,2.00,,,1.00
Bolt M18x150Mm Material:GI,2.00,,,1.00
Bolt M18x150Mm Material:MS,26.00,,,5.00
Bolt M18x80Mm Material:GI,16.00,,,4.00
Bolt M20x100 Mm Material:GI,6.00,,,3.00
Bolt M20x100Mm Material:GI,1.00,,,0.00
Bolt M20x100Mm Material:SS,1.00,,,0.00
Bolt M20x100Mm Material:SS,29.00,,,5.00
Bolt M20x105Mm,14.00,,,4.00
Bolt M20x120Mm Material:GI,1.00,,,0.00
Bolt M20x120Mm Material:GI,30.00,,,5.00
Bolt M20x125Mm Material:MS,2.00,,,1.00
Bolt M20x125Mm Material:MS,23.00,,,5.00
Bolt M20x130 Material:GI,7.00,,,3.00
Bolt M20x140Mm Material:GI,12.00,,,4.00
Bolt M20x140Mm Material:MS,61.00,,,10.00
Bolt M20x150Mm Material:GI,1.00,,,0.00
Bolt M20x150Mm Material:GI,2.00,,,1.00
Bolt M20x150Mm Material:GI,20.00,,,5.00
Bolt M20x150Mm Material:GI,51.00,,,5.00
Bolt M20x160Mm Material:GI,1.00,,,0.00
Bolt M20x160Mm Material:GI,1.00,,,0.00
Bolt M20x160Mm Material:GI,23.00,,,5.00
Bolt M20x160Mm Material:MS,106.00,,,10.00
Bolt M20x170Mm Material:MS,74.00,,,10.00
Bolt M20x180Mm,42.00,,,10.00
Bolt M20x200Mm Material:GI,11.00,,,4.00
Bolt M20x215 Material:GI,1.00,,,0.00
Bolt M20x35Mm Material:GI,6.00,,,3.00
Bolt M20x40Mm Material:GI,1000.00,,,20.00
Bolt M20x50Mm Material:GI,26.00,,,5.00
Bolt M20x50Mm Material:SS,20.00,,,5.00
Bolt M20x55Mm Material:GI,0.00,,,2.00
Bolt M20x55Mm Material:GI,1.00,,,0.00
Bolt M20x60Mm Material:GI,14.00,,,5.00
Bolt M20x65Mm,21.00,,,5.00
Bolt M20x70Mm Material:GI,1.00,,,0.00
Bolt M20x70Mm Material:GI,28.00,,,5.00
Bolt M20x75Mm with Clip washer Material:GI,1.00,,,0.00
Bolt M20x80Mm Material:GI,1.00,,,0.00
Bolt M20x80Mm Material:GI,20.00,,,4.00
Bolt M20x80Mm Material:SS,1.00,,,0.00
Bolt M20x80Mm Material:SS,8.00,,,5.00
Bolt M20x85Mm Material:MS,7.00,,,3.00
Bolt M20x90Mm Material:GI,1.00,,,0.00
Bolt M20x90Mm Material:GI,1.00,,,0.00
Bolt M20x90Mm Material:GI,15.00,,,5.00
Bolt M20x90Mm Material:GI,20.00,,,5.00
Bolt M22x100Mm Material:GI,16.00,,,5.00
Bolt M22x105Mm Material:GI,8.00,,,4.00
Bolt M22x120Mm Material:GI,1.00,,,0.00
Bolt M22x125Mm Material:GI,5.00,,,2.00
Bolt M22x130Mm Material:GI,6.00,,,3.00
Bolt M22x140Mm Material:MS,1.00,,,0.00
Bolt M22x140Mm Material:MS,88.00,,,5.00
Bolt M22x150Mm Material:GI,2.00,,,1.00
Bolt M22x185Mm Material:MS,1.00,,,0.00
Bolt M22x80Mm Material:SS,1.00,,,0.00
Bolt M22x85Mm Material:MS,22.00,,,0.00
Bolt M23x115Mm,6.00,,,3.00
Bolt M24x100 Mm Material:GI,7.00,,,3.00
Bolt M24x100Mm,10.00,,,3.00
Bolt M24x100Mm Material:GI,5.00,,,2.00
Bolt M24x100Mm Material:GI,65.00,,,5.00
Bolt M24x100Mm Material:MS,1.00,,,0.00
Bolt M24x110Mm Material:GI,1.00,,,0.00
Bolt M24x110Mm Material:MS,1.00,,,0.00
Bolt M24x110Mm Material:SS,27.00,,,5.00
Bolt M24x115Mm Material:GI,1.00,,,0.00
Bolt M24x115Mm Material:GI,1.00,,,0.00
Bolt M24x115Mm Material:GI,2.00,,,1.00
Bolt M24x120Mm,5.00,,,0.00
Bolt M24x130Mm,60.00,,,25.00
Bolt M24x130Mm Material:GI,12.00,,,3.00
Bolt M24x140Mm Material:GI,1.00,,,0.00
Bolt M24x140Mm Material:GI,16.00,,,4.00
Bolt M24x150Mm Material:GI,1.00,,,0.00
Bolt M24x150Mm Material:GI,9.00,,,3.00
Bolt M24x150Mm Material:MS,19.00,,,4.00
Bolt M24x160Mm Material:GI,1.00,,,0.00
Bolt M24x170Mm Material:GI,15.00,,,5.00
Bolt M24x230Mm,8.00,,,3.00
Bolt M24x60Mm,6.00,,,3.00
Bolt M24x65Mm,25.00,,,5.00
Bolt M24x65Mm Material:SS,4.00,,,2.00
Bolt M24x70Mm,50.00,,,10.00
Bolt M24x70Mm Material:GI,5.00,,,2.00
Bolt M24x75Mm Material:GI,6.00,,,2.00
Bolt M24x80Mm Material:GI,1.00,,,0.00
Bolt M24x80Mm Material:GI,13.00,,,4.00
Bolt M24x80Mm Material:GI,80.00,,,10.00
Bolt M24x90Mm Material:MS,2.00,,,1.00
Bolt M24x95Mm Material:GI,6.00,,,2.00
Bolt M26x100Mm Material:GI,27.00,,,4.00
Bolt M26x120Mm Material:MS,2.00,,,0.00
Bolt M26x120Mm Material:MS,9.00,,,3.00
Bolt M26x130Mm Material:GI,1.00,,,0.00
Bolt M26x150Mm Material:GI,21.00,,,10.00
Bolt M26x200Mm Material:GI,4.00,,,2.00
Bolt M26x90Mm Material:MS,1.00,,,0.00
Bolt M28x120,9.00,,,3.00
Bolt M30x100Mm Material:GI,18.00,,,4.00
Bolt M30x110Mm Material:GI,1.00,,,0.00
Bolt M30x110Mm Material:GI,31.00,,,5.00
Bolt M30x110Mm Material:MS,6.00,,,3.00
Bolt M30x120Mm Material:GI,1.00,,,0.00
Bolt M30x130Mm Material:GI,1.00,,,0.00
Bolt M30x130Mm Material:MS,15.00,,,3.00
Bolt M30x140Mm Material:GI,1.00,,,0.00
Bolt M30x150Mm Material:GI,1.00,,,0.00
Bolt M30x150Mm Material:MS,13.00,,,4.00
Bolt M30x155Mm Material:GI,43.00,,,10.00
Bolt M30x180Mm Material:GI,1.00,,,0.00
Bolt M30x180Mm Material:MS,28.00,,,5.00
Bolt M30x240Mm Material:GI,1.00,,,0.00
Bolt M30x240Mm Material:GI,50.00,,,10.00
Bolt M30x320Mm Material:GI,2.00,,,1.00
Bolt M30x90Mm Material:GI,5.00,,,2.00
Bolt M30x90Mm Material:GI,10.00,,,2.00
Bolt M32x120Mm Material:GI,20.00,,,5.00
Bolt M32x120Mm Material:MS,7.00,,,0.00
Bolt M32x155Mm Material:GI,14.00,,,4.00
Bolt M32x160Mm Material:GI,2.00,,,1.00
Bolt M34x120Mm Material:MS,4.00,,,2.00
Bolt M36x140Mm Material:GI,0.00,,,1.00
Bolt M36x150Mm Material:MS,11.00,,,3.00
Bolt M36x180Mm Material:GI,11.00,,,3.00
Bolt M36x200Mm Material:GI,4.00,,,1.00
Bolt M40x160Mm Material:MS,8.00,,,4.00
Bolt M44x110Mm Material:GI,2.00,,,1.00
Bolt M5x10Mm Material:GI,310.00,,,20.00
Bolt M5x15Mm Material GI,45.00,,,10.00
Bolt M5x20,15.00,,,5.00
Bolt M5x45 Mm Material:MS,13.00,,,3.00
Bolt M6,0.00,,,0.00
Bolt M6,23.00,,,8.00
Bolt M6x100Mm Material:SS,50.00,,,10.00
Bolt M6x10Mm Material:GI,82.00,,,5.00
Bolt M6x110Mm Material:SS,10.00,,,5.00
Bolt M6x110Mm Material:SS,370.00,,,0.00
Bolt M6x125Mm Material:GI,102.00,,,10.00
Bolt M6x15Mm Material:GI,51.00,,,10.00
Bolt M6x15Mm Material:SS,2.00,,,1.00
Bolt M6x16Mm Material: Bronze,195.00,,,20.00
Bolt M6x20Mm Material:GI,20.00,,,5.00
Bolt M6x20Mm Material:GI,1975.00,,,10.00
Bolt M6x20Mm ST,42.00,,,0.00
Bolt M6x25Mm,19.00,,,5.00
Bolt M6x25Mm Material:GI,127.00,,,10.00
Bolt M6x25Mm Material:SS,33.00,,,10.00
Bolt M6x35Mm Material:GI,2.00,,,1.00
Bolt M6x35Mm Material:GI,41.00,,,5.00
Bolt M6x40 Mm Material:GI,21.00,,,5.00
Bolt M6x40Mm Material:GI,52.00,,,10.00
Bolt M6x40Mm Material:GI,210.00,,,10.00
Bolt M6x40Mm Material:GI,390.00,,,10.00
Bolt M6x40Mm Material:SS,7.00,,,3.00
Bolt M6x45Mm Material:GI,36.00,,,0.00
Bolt M6x45Mm Material:GI,133.00,,,10.00
Bolt M6x50Mm Material:GI,353.00,,,10.00
Bolt M6x50Mm Material:SS,50.00,,,10.00
Bolt M6x80Mm Material:GI,37.00,,,10.00
Bolt M8 Material GI,22.00,,,0.00
Bolt M8X10Mm Material:GI,440.00,,,10.00
Bolt M8X50Mm Material:SS,147.00,,,4.00
Bolt M8x100Mm Material:GI,28.00,,,50.00
Bolt M8x100Mm Material:SS,56.00,,,10.00
Bolt M8x110Mm Material SS,4.00,,,2.00
Bolt M8x110Mm Material:SS,2.00,,,1.00
Bolt M8x110Mm Material:SS,102.00,,,10.00
Bolt M8x15Mm Material: Bronze,500.00,,,50.00
Bolt M8x15Mm Material:GI,972.00,,,10.00
Bolt M8x20Mm Material: Bronze,394.00,,,20.00
Bolt M8x20Mm Material:GI,0.00,,,0.00
Bolt M8x20Mm Material:GI,70.00,,,10.00
Bolt M8x20Mm Material:GI,82.00,,,10.00
Bolt M8x20Mm Material:GI,191.00,,,10.00
Bolt M8x20Mm Material:SS,45.00,,,10.00
Bolt M8x25Mm Material:GI,35.00,,,5.00
Bolt M8x25Mm Material:GI,37.00,,,5.00
Bolt M8x25Mm Material:GI,375.00,,,20.00
Bolt M8x30Mm,29.00,,,10.00
Bolt M8x30Mm Material:GI,15.00,,,5.00
Bolt M8x30Mm Material:GI,47.00,,,10.00
Bolt M8x35Mm Material: Bronze,4630.00,,,50.00
Bolt M8x35Mm Material:MS,28.00,,,5.00
Bolt M8x40Mm Material:GI,19.00,,,10.00
Bolt M8x40Mm Material:GI,318.00,,,20.00
Bolt M8x45Mm Material:SS,16.00,,,5.00
Bolt M8x60Mm Material:GI,4.00,,,2.00
Bolt M8x60Mm Material:GI,5.00,,,2.00
Bolt M8x60Mm Material:SS,20.00,,,5.00
Bolt M8x75Mm Material:GI,34.00,,,5.00
Bolt M8x80Mm Material SS,11.00,,,5.00
Bolts M12x35Mm Material:GI,72.00,,,10.00
Bolts M30x110Mm,17.00,,,5.00
Bolts and nuts with washer M30x90Mm,110.00,,,10.00
"Bonet gasket 10""1500SPL, GA/PS S17+1029+104",1.00,,,1.00
Bosch grinding wheel ÿ125x6.8x22.23Mm,2.00,,,3.00
Bosch handset station,1.00,,,0.00
Bosch outdoor speaker/horn,1.00,,,0.00
Bosch reciprocating saw,2.00,,,1.00
Botls M20x50Mm,1354.00,,,100.00
Braided cable,200.00,,,50.00
Brake Master Cylinder - Booster. Pn ACV0779850,5.00,,,2.00
Brake wheel cylinder 285L,0.00,,,1.00
Brand gasket shellac compound 15ML per bottle,11.00,,,5.00
Brass rod,1.00,,,0.00
Breaker,1.00,,,0.00
Breaker 36-45A,1.00,,,0.00
Breaker trolley ( none working),1.00,,,0.00
Breather filter,1.00,,,0.00
Breather filter,2.00,,,1.00
Brons valve for fire fighting equipment,2.00,,,1.00
Bronze  hex nipple,1.00,,,0.00
Bronze socket with key,1.00,,,0.00
Bucket link for CAT 127-6371,1.00,,,1.00
Bucket linkage pin. Pn 310-1899,1.00,,,1.00
Buffer Soln Yello Ph7,0.00,,,0.00
Buffing wheel / flap disc,18.00,,,4.00
Buffing wheel 100X16Mm,6.00,,,0.00
Bus bar clamp,41.00,,,10.00
Bus connecting plug for profibus,2.00,,,2.00
Bus connector,6.00,,,2.00
Busbar,12.00,,,5.00
Busbar separator,7.00,,,5.00
Busbar separator,3.00,,,2.00
Bush 65X45X40. Pn014-DA204,10.00,,,4.00
Bush D45. Pn 014-DY138,0.00,,,2.00
Bushing seal,50.00,,,20.00
"Butterfly valve 2"" (used)",1.00,,,0.00
"Butterfly valve 2-1/2"" (used)",1.00,,,0.00
"Butterfly valve 6""",3.00,,,1.00
Butterfly valve control unit,1.00,,,0.00
"Butterfly valve with actuator 3""",4.00,,,2.00
"Butterfly valve with actuator 3"" (used)",2.00,,,1.00
Button cover for AUMA actuator,0.00,,,0.00
Button cover for AUMA actuator,1.00,,,0.00
Butyl sealant tape,70.00,,,10.00
C- clamp,58.00,,,15.00
C-clip 75Mm,3.00,,,2.00
CAP MPER 470K PF 1000VDC,1.00,,,1.00
CCTV camera support,2.00,,,1.00
CCTV mounting support,15.00,,,5.00
CCTV mounting support,21.00,,,10.00
CEP pump cage,1.00,,,0.00
CERAMIC FUSE SLOW 1A 500V 6X32,5.00,,,3.00
CERAMIC FUSE SLOW 3A 500V 6X32,5.00,,,3.00
CNG120408-MM carbide turning insert for Lathe,10.00,,,5.00
CNMG Tungsten carbide turning insert for Lathe machine,3.00,,,2.00
COMEC cable gland 2125+2120,1442.00,,,100.00
COMEX cable gland 1251 + 4242,50.00,,,10.00
COMEX cable gland 1619 + 1615,471.00,,,50.00
COMEX cable gland 2925 + 2525,17.00,,,10.00
COMEX cable gland 2932 + 2929,276.00,,,25.00
COMEX cable gland 3638 + 3637,57.00,,,15.00
"COMEX cable gland 5/8""",285.00,,,50.00
COMEX cable gland 5451 + 5448,51.00,,,10.00
COMEX cable gland 6063+6060,146.00,,,25.00
COMEX cable gland 6675 + 6666,5.00,,,3.00
COMEX cable gland CBW01,213.00,,,25.00
COMEX cable gland CBW01SS,270.00,,,50.00
COMEX cable gland CBW02,28.00,,,10.00
COMEX cable gland CIW01A,162.00,,,25.00
COMEX cable gland CW01S,166.00,,,25.00
"CPU PLC, 1XMP, 1XDP, 2XSYNC",1.00,,,1.00
CTCS PNL cable,19.00,,,0.00
CTCS PNL cable,45.00,,,15.00
CTO filter,1.00,,,0.00
CW pump wear ring,2.00,,,1.00
Cab Filter Cartridge. PnACV0770770,6.00,,,3.00
Cabinet accessories,6.00,,,0.00
Cable,20.00,,,5.00
Cable 1x1.5SQMm,80.00,,,10.00
Cable 1x4SQMm,70.00,,,15.00
Cable 1x4SQMm,100.00,,,20.00
Cable 1x4SQMm,150.00,,,25.00
Cable 4SQMm,270.00,,,50.00
Cable box,4.00,,,2.00
Cable box D2,1.00,,,0.00
Cable connector for welding machine,9.00,,,5.00
Cable for Phoenix fireye,1.00,,,0.00
Cable for level sensor,1.00,,,0.00
Cable for pressure differential gauge,1.00,,,0.00
Cable glad 32x1.5,56.00,,,10.00
Cable gland,21.00,,,5.00
"Cable gland 25 hex 3/4"". CIW 01S",134.00,,,50.00
Cable gland 2C x 1.5 SQMm,49.00,,,10.00
Cable gland BRACO BPW 01,54.00,,,20.00
Cable gland BRACO BPW 02,37.00,,,20.00
Cable gland BRACO BPW 03,16.00,,,5.00
Cable gland BRACO BPW 07,6.00,,,3.00
Cable gland CHI,113.00,,,20.00
"Cable gland CHI 1/2""",371.00,,,25.00
"Cable gland CHI M20x1.5""",24.00,,,10.00
"Cable gland CHI M30x1-1/4""",12.00,,,6.00
Cable gland COMET 1/2 NPT,48.00,,,20.00
Cable gland COMET CBW 01A (UN),40.00,,,20.00
Cable gland COMET CBW 01SS (UN),695.00,,,200.00
Cable gland COMET CBW 03,161.00,,,50.00
Cable gland COMET CBW 04,127.00,,,50.00
Cable gland COMET CBW 04A,24.00,,,12.00
Cable gland COMET CBW 05,185.00,,,50.00
Cable gland COMET CBW 06,12.00,,,6.00
Cable gland COMET CBW 07,20.00,,,10.00
Cable gland COMET CBW 10,35.00,,,10.00
Cable gland COMET CBW 11,24.00,,,10.00
Cable gland COMET CBW 11S,6.00,,,3.00
Cable gland COMET CBW 2,38.00,,,20.00
Cable gland COMET CBW01SS(UN),45.00,,,20.00
Cable gland COSMOS. CIW 01A,25.00,,,10.00
Cable gland M63 IP69,15.00,,,5.00
Cable gland pack with earth tag,6.00,,,2.00
Cable gland rubber kit,13.00,,,5.00
Cable gland shroud 20S,25.00,,,5.00
Cable gland. COSMOS CIW 01SS,1249.00,,,150.00
Cable joint connector (big),3.00,,,2.00
Cable joint connector (small),3.00,,,2.00
Cable lug,180.00,,,25.00
Cable lug,3000.00,,,200.00
Cable lug 25-8,99.00,,,20.00
Cable lug 300,4.00,,,2.00
Cable lug 300-16,8.00,,,4.00
Cable lug 400-20,6.00,,,3.00
Cable lug 70-10,67.00,,,15.00
Cable sleeve ID:3.2Mm L:100Mtr each roll,9200.00,,,50.00
Cable sleeve ID:6Mm L:30Mtr each roll,360.00,,,25.00
Cable tray clamp,64.00,,,20.00
Cage nut M8,490.00,,,25.00
Caller OD phone with strong speakerphone,35.00,,,5.00
"Cam assembly, IK-RH",2.00,,,1.00
Cam operated rotary switch,8.00,,,3.00
Cam switch 25A,6.00,,,2.00
Canopy F012 for LP135,16.00,,,10.00
Canopy F012 for LP135,44.00,,,10.00
Canopy for CP13S,16.00,,,4.00
"Cap lock 11/4"" Material:GI (used)",2.00,,,1.00
"Cap lock 3/4"" Material:GI",1.00,,,0.00
Capacitor,4.00,,,2.00
Capacitor 1 microfarad,0.00,,,2.00
Capacitor 2.25 microfarad,1.00,,,0.00
Capacitor 2.5 microfarad,2.00,,,3.00
Capacitor 2.5Micro farad,1.00,,,0.00
Capacitor 20 microfarad,1.00,,,0.00
Capacitor 200-250 microfarad,1.00,,,0.00
Capacitor 25 microfarad,4.00,,,2.00
Capacitor 40 microfarad,1.00,,,0.00
Capacitor 50 microfarad,1.00,,,0.00
Capacitor for VFD,12.00,,,4.00
Carbide milling insert,5.00,,,5.00
Carbide milling insert from Sandvik Coromant,10.00,,,5.00
Carbide powder,1.00,,,1.00
Carbon brush,1.00,,,2.00
Carbon cord 51x130Mm,1.00,,,0.00
Casing wear ring 125\135DIAx10,4.00,,,2.00
Casing wear ring 135\145DIAx10,2.00,,,1.00
Cast iron welding electrode,12.00,,,4.00
Ceiling  led light 15W 240V,6.00,,,3.00
Cell lifting puller,7.00,,,0.00
Cement/concrete cutting disc,1.00,,,2.00
Centrifuge chute for liquid discharge,1.00,,,0.00
Centrifuge top disc with neck,2.00,,,1.00
Centring sleeve 39/95DIAX 128 wKT 80 - 100,1.00,,,0.00
Ceramic fuse 2.5A,11.00,,,5.00
"Ceramic fuse 250V, 1A",20.00,,,5.00
"Ceramic fuse 250V, 8A",6.00,,,4.00
"Ceramic fuse 415V, 2A",7.00,,,3.00
"Ceramic fuse 500V, 125A",2.00,,,1.00
